actor_id,film_id,last_update
6,451,15/02/2006 05:05
6,503,15/02/2006 05:05
6,509,15/02/2006 05:05
6,517,15/02/2006 05:05
6,519,15/02/2006 05:05
6,605,15/02/2006 05:05
6,692,15/02/2006 05:05
6,826,15/02/2006 05:05
6,892,15/02/2006 05:05
6,902,15/02/2006 05:05
6,994,15/02/2006 05:05
7,25,15/02/2006 05:05
7,27,15/02/2006 05:05
7,35,15/02/2006 05:05
7,67,15/02/2006 05:05
7,96,15/02/2006 05:05
7,170,15/02/2006 05:05
7,173,15/02/2006 05:05
7,217,15/02/2006 05:05
7,218,15/02/2006 05:05
7,225,15/02/2006 05:05
7,292,15/02/2006 05:05
7,351,15/02/2006 05:05
7,414,15/02/2006 05:05
7,463,15/02/2006 05:05
7,554,15/02/2006 05:05
7,618,15/02/2006 05:05
7,633,15/02/2006 05:05
7,637,15/02/2006 05:05
7,691,15/02/2006 05:05
7,758,15/02/2006 05:05
7,766,15/02/2006 05:05
7,770,15/02/2006 05:05
7,805,15/02/2006 05:05
7,806,15/02/2006 05:05
7,846,15/02/2006 05:05
7,900,15/02/2006 05:05
7,901,15/02/2006 05:05
7,910,15/02/2006 05:05
7,957,15/02/2006 05:05
7,959,15/02/2006 05:05
8,47,15/02/2006 05:05
8,115,15/02/2006 05:05
8,158,15/02/2006 05:05
8,179,15/02/2006 05:05
8,195,15/02/2006 05:05
8,205,15/02/2006 05:05
8,255,15/02/2006 05:05
8,263,15/02/2006 05:05
8,321,15/02/2006 05:05
8,396,15/02/2006 05:05
8,458,15/02/2006 05:05
8,523,15/02/2006 05:05
8,532,15/02/2006 05:05
8,554,15/02/2006 05:05
8,752,15/02/2006 05:05
8,769,15/02/2006 05:05
8,771,15/02/2006 05:05
8,859,15/02/2006 05:05
8,895,15/02/2006 05:05
8,936,15/02/2006 05:05
9,30,15/02/2006 05:05
9,74,15/02/2006 05:05
9,147,15/02/2006 05:05
9,148,15/02/2006 05:05
9,191,15/02/2006 05:05
9,200,15/02/2006 05:05
9,204,15/02/2006 05:05
9,434,15/02/2006 05:05
9,510,15/02/2006 05:05
9,514,15/02/2006 05:05
9,552,15/02/2006 05:05
9,650,15/02/2006 05:05
9,671,15/02/2006 05:05
9,697,15/02/2006 05:05
9,722,15/02/2006 05:05
9,752,15/02/2006 05:05
9,811,15/02/2006 05:05
9,815,15/02/2006 05:05
9,865,15/02/2006 05:05
9,873,15/02/2006 05:05
9,889,15/02/2006 05:05
9,903,15/02/2006 05:05
9,926,15/02/2006 05:05
9,964,15/02/2006 05:05
9,974,15/02/2006 05:05
10,1,15/02/2006 05:05
10,9,15/02/2006 05:05
10,191,15/02/2006 05:05
10,236,15/02/2006 05:05
10,251,15/02/2006 05:05
10,366,15/02/2006 05:05
10,477,15/02/2006 05:05
10,480,15/02/2006 05:05
10,522,15/02/2006 05:05
10,530,15/02/2006 05:05
10,587,15/02/2006 05:05
10,694,15/02/2006 05:05
10,703,15/02/2006 05:05
10,716,15/02/2006 05:05
10,782,15/02/2006 05:05
10,914,15/02/2006 05:05
10,929,15/02/2006 05:05
10,930,15/02/2006 05:05
10,964,15/02/2006 05:05
10,966,15/02/2006 05:05
10,980,15/02/2006 05:05
10,983,15/02/2006 05:05
11,118,15/02/2006 05:05
11,205,15/02/2006 05:05
11,281,15/02/2006 05:05
11,283,15/02/2006 05:05
11,348,15/02/2006 05:05
11,364,15/02/2006 05:05
11,395,15/02/2006 05:05
11,429,15/02/2006 05:05
11,433,15/02/2006 05:05
11,453,15/02/2006 05:05
11,485,15/02/2006 05:05
11,532,15/02/2006 05:05
11,567,15/02/2006 05:05
11,587,15/02/2006 05:05
11,597,15/02/2006 05:05
11,636,15/02/2006 05:05
11,709,15/02/2006 05:05
11,850,15/02/2006 05:05
11,854,15/02/2006 05:05
11,888,15/02/2006 05:05
11,896,15/02/2006 05:05
11,928,15/02/2006 05:05
11,938,15/02/2006 05:05
11,969,15/02/2006 05:05
11,988,15/02/2006 05:05
12,16,15/02/2006 05:05
12,17,15/02/2006 05:05
12,34,15/02/2006 05:05
12,37,15/02/2006 05:05
12,91,15/02/2006 05:05
12,92,15/02/2006 05:05
12,107,15/02/2006 05:05
12,155,15/02/2006 05:05
12,177,15/02/2006 05:05
12,208,15/02/2006 05:05
12,213,15/02/2006 05:05
12,216,15/02/2006 05:05
12,243,15/02/2006 05:05
12,344,15/02/2006 05:05
12,400,15/02/2006 05:05
12,416,15/02/2006 05:05
12,420,15/02/2006 05:05
12,457,15/02/2006 05:05
12,513,15/02/2006 05:05
12,540,15/02/2006 05:05
12,593,15/02/2006 05:05
12,631,15/02/2006 05:05
12,635,15/02/2006 05:05
12,672,15/02/2006 05:05
12,716,15/02/2006 05:05
12,728,15/02/2006 05:05
12,812,15/02/2006 05:05
12,838,15/02/2006 05:05
12,871,15/02/2006 05:05
12,880,15/02/2006 05:05
12,945,15/02/2006 05:05
13,17,15/02/2006 05:05
13,29,15/02/2006 05:05
13,45,15/02/2006 05:05
13,87,15/02/2006 05:05
13,110,15/02/2006 05:05
13,144,15/02/2006 05:05
13,154,15/02/2006 05:05
13,162,15/02/2006 05:05
13,203,15/02/2006 05:05
13,254,15/02/2006 05:05
13,337,15/02/2006 05:05
13,346,15/02/2006 05:05
13,381,15/02/2006 05:05
13,385,15/02/2006 05:05
13,427,15/02/2006 05:05
13,456,15/02/2006 05:05
13,513,15/02/2006 05:05
13,515,15/02/2006 05:05
13,522,15/02/2006 05:05
13,524,15/02/2006 05:05
13,528,15/02/2006 05:05
13,571,15/02/2006 05:05
13,588,15/02/2006 05:05
13,597,15/02/2006 05:05
13,600,15/02/2006 05:05
13,718,15/02/2006 05:05
13,729,15/02/2006 05:05
13,816,15/02/2006 05:05
13,817,15/02/2006 05:05
13,832,15/02/2006 05:05
13,833,15/02/2006 05:05
13,843,15/02/2006 05:05
13,897,15/02/2006 05:05
13,966,15/02/2006 05:05
13,998,15/02/2006 05:05
14,154,15/02/2006 05:05
14,187,15/02/2006 05:05
14,232,15/02/2006 05:05
14,241,15/02/2006 05:05
14,253,15/02/2006 05:05
14,255,15/02/2006 05:05
14,258,15/02/2006 05:05
14,284,15/02/2006 05:05
14,292,15/02/2006 05:05
14,370,15/02/2006 05:05
14,415,15/02/2006 05:05
14,417,15/02/2006 05:05
14,418,15/02/2006 05:05
14,454,15/02/2006 05:05
14,472,15/02/2006 05:05
14,475,15/02/2006 05:05
14,495,15/02/2006 05:05
14,536,15/02/2006 05:05
14,537,15/02/2006 05:05
14,612,15/02/2006 05:05
14,688,15/02/2006 05:05
14,759,15/02/2006 05:05
14,764,15/02/2006 05:05
14,847,15/02/2006 05:05
14,856,15/02/2006 05:05
14,890,15/02/2006 05:05
14,908,15/02/2006 05:05
14,919,15/02/2006 05:05
14,948,15/02/2006 05:05
14,970,15/02/2006 05:05
15,31,15/02/2006 05:05
15,89,15/02/2006 05:05
15,91,15/02/2006 05:05
15,108,15/02/2006 05:05
15,125,15/02/2006 05:05
15,236,15/02/2006 05:05
15,275,15/02/2006 05:05
15,280,15/02/2006 05:05
15,326,15/02/2006 05:05
15,342,15/02/2006 05:05
15,414,15/02/2006 05:05
15,445,15/02/2006 05:05
15,500,15/02/2006 05:05
15,502,15/02/2006 05:05
15,541,15/02/2006 05:05
15,553,15/02/2006 05:05
15,594,15/02/2006 05:05
15,626,15/02/2006 05:05
15,635,15/02/2006 05:05
15,745,15/02/2006 05:05
15,783,15/02/2006 05:05
15,795,15/02/2006 05:05
15,817,15/02/2006 05:05
15,886,15/02/2006 05:05
15,924,15/02/2006 05:05
15,949,15/02/2006 05:05
15,968,15/02/2006 05:05
15,985,15/02/2006 05:05
16,80,15/02/2006 05:05
16,87,15/02/2006 05:05
16,101,15/02/2006 05:05
16,121,15/02/2006 05:05
16,155,15/02/2006 05:05
16,177,15/02/2006 05:05
16,218,15/02/2006 05:05
16,221,15/02/2006 05:05
16,267,15/02/2006 05:05
16,269,15/02/2006 05:05
16,271,15/02/2006 05:05
16,280,15/02/2006 05:05
16,287,15/02/2006 05:05
16,345,15/02/2006 05:05
16,438,15/02/2006 05:05
16,453,15/02/2006 05:05
16,455,15/02/2006 05:05
16,456,15/02/2006 05:05
16,503,15/02/2006 05:05
16,548,15/02/2006 05:05
16,582,15/02/2006 05:05
16,583,15/02/2006 05:05
16,717,15/02/2006 05:05
16,758,15/02/2006 05:05
16,779,15/02/2006 05:05
16,886,15/02/2006 05:05
16,967,15/02/2006 05:05
17,96,15/02/2006 05:05
17,119,15/02/2006 05:05
17,124,15/02/2006 05:05
17,127,15/02/2006 05:05
17,154,15/02/2006 05:05
17,199,15/02/2006 05:05
17,201,15/02/2006 05:05
17,236,15/02/2006 05:05
17,280,15/02/2006 05:05
17,310,15/02/2006 05:05
17,313,15/02/2006 05:05
17,378,15/02/2006 05:05
17,457,15/02/2006 05:05
17,469,15/02/2006 05:05
17,478,15/02/2006 05:05
17,500,15/02/2006 05:05
17,515,15/02/2006 05:05
17,521,15/02/2006 05:05
17,573,15/02/2006 05:05
17,603,15/02/2006 05:05
17,606,15/02/2006 05:05
17,734,15/02/2006 05:05
17,770,15/02/2006 05:05
17,794,15/02/2006 05:05
17,800,15/02/2006 05:05
17,853,15/02/2006 05:05
17,873,15/02/2006 05:05
17,874,15/02/2006 05:05
17,880,15/02/2006 05:05
17,948,15/02/2006 05:05
17,957,15/02/2006 05:05
17,959,15/02/2006 05:05
18,44,15/02/2006 05:05
18,84,15/02/2006 05:05
18,144,15/02/2006 05:05
18,172,15/02/2006 05:05
18,268,15/02/2006 05:05
18,279,15/02/2006 05:05
18,280,15/02/2006 05:05
18,321,15/02/2006 05:05
18,386,15/02/2006 05:05
18,460,15/02/2006 05:05
18,462,15/02/2006 05:05
18,484,15/02/2006 05:05
18,536,15/02/2006 05:05
18,561,15/02/2006 05:05
18,612,15/02/2006 05:05
18,717,15/02/2006 05:05
18,808,15/02/2006 05:05
18,842,15/02/2006 05:05
18,863,15/02/2006 05:05
18,883,15/02/2006 05:05
18,917,15/02/2006 05:05
18,944,15/02/2006 05:05
19,2,15/02/2006 05:05
19,3,15/02/2006 05:05
19,144,15/02/2006 05:05
19,152,15/02/2006 05:05
19,182,15/02/2006 05:05
19,208,15/02/2006 05:05
19,212,15/02/2006 05:05
19,217,15/02/2006 05:05
19,266,15/02/2006 05:05
19,404,15/02/2006 05:05
19,428,15/02/2006 05:05
19,473,15/02/2006 05:05
19,490,15/02/2006 05:05
19,510,15/02/2006 05:05
19,513,15/02/2006 05:05
19,644,15/02/2006 05:05
19,670,15/02/2006 05:05
19,673,15/02/2006 05:05
19,711,15/02/2006 05:05
19,750,15/02/2006 05:05
19,752,15/02/2006 05:05
19,756,15/02/2006 05:05
19,771,15/02/2006 05:05
19,785,15/02/2006 05:05
19,877,15/02/2006 05:05
20,1,15/02/2006 05:05
20,54,15/02/2006 05:05
20,63,15/02/2006 05:05
20,140,15/02/2006 05:05
20,146,15/02/2006 05:05
20,165,15/02/2006 05:05
20,231,15/02/2006 05:05
20,243,15/02/2006 05:05
20,269,15/02/2006 05:05
20,274,15/02/2006 05:05
20,348,15/02/2006 05:05
20,366,15/02/2006 05:05
20,445,15/02/2006 05:05
20,478,15/02/2006 05:05
20,492,15/02/2006 05:05
20,499,15/02/2006 05:05
20,527,15/02/2006 05:05
20,531,15/02/2006 05:05
20,538,15/02/2006 05:05
20,589,15/02/2006 05:05
20,643,15/02/2006 05:05
20,652,15/02/2006 05:05
20,663,15/02/2006 05:05
20,714,15/02/2006 05:05
20,717,15/02/2006 05:05
20,757,15/02/2006 05:05
20,784,15/02/2006 05:05
20,863,15/02/2006 05:05
20,962,15/02/2006 05:05
20,977,15/02/2006 05:05
21,6,15/02/2006 05:05
21,87,15/02/2006 05:05
21,88,15/02/2006 05:05
21,142,15/02/2006 05:05
21,159,15/02/2006 05:05
21,179,15/02/2006 05:05
21,253,15/02/2006 05:05
21,281,15/02/2006 05:05
21,321,15/02/2006 05:05
21,398,15/02/2006 05:05
21,426,15/02/2006 05:05
21,429,15/02/2006 05:05
21,497,15/02/2006 05:05
21,507,15/02/2006 05:05
21,530,15/02/2006 05:05
21,680,15/02/2006 05:05
21,686,15/02/2006 05:05
21,700,15/02/2006 05:05
21,702,15/02/2006 05:05
21,733,15/02/2006 05:05
21,734,15/02/2006 05:05
21,798,15/02/2006 05:05
21,804,15/02/2006 05:05
21,887,15/02/2006 05:05
21,893,15/02/2006 05:05
21,920,15/02/2006 05:05
21,983,15/02/2006 05:05
22,9,15/02/2006 05:05
22,23,15/02/2006 05:05
22,56,15/02/2006 05:05
22,89,15/02/2006 05:05
22,111,15/02/2006 05:05
22,146,15/02/2006 05:05
22,291,15/02/2006 05:05
22,294,15/02/2006 05:05
22,349,15/02/2006 05:05
22,369,15/02/2006 05:05
22,418,15/02/2006 05:05
22,430,15/02/2006 05:05
22,483,15/02/2006 05:05
22,491,15/02/2006 05:05
22,495,15/02/2006 05:05
22,536,15/02/2006 05:05
22,600,15/02/2006 05:05
22,634,15/02/2006 05:05
22,648,15/02/2006 05:05
22,688,15/02/2006 05:05
22,731,15/02/2006 05:05
22,742,15/02/2006 05:05
22,775,15/02/2006 05:05
22,802,15/02/2006 05:05
22,912,15/02/2006 05:05
22,964,15/02/2006 05:05
23,6,15/02/2006 05:05
23,42,15/02/2006 05:05
23,78,15/02/2006 05:05
23,105,15/02/2006 05:05
23,116,15/02/2006 05:05
23,117,15/02/2006 05:05
23,125,15/02/2006 05:05
23,212,15/02/2006 05:05
23,226,15/02/2006 05:05
23,235,15/02/2006 05:05
23,254,15/02/2006 05:05
23,367,15/02/2006 05:05
23,370,15/02/2006 05:05
23,414,15/02/2006 05:05
23,419,15/02/2006 05:05
23,435,15/02/2006 05:05
23,449,15/02/2006 05:05
23,491,15/02/2006 05:05
23,536,15/02/2006 05:05
23,549,15/02/2006 05:05
23,636,15/02/2006 05:05
23,649,15/02/2006 05:05
23,673,15/02/2006 05:05
23,691,15/02/2006 05:05
23,766,15/02/2006 05:05
23,782,15/02/2006 05:05
23,804,15/02/2006 05:05
23,820,15/02/2006 05:05
23,826,15/02/2006 05:05
23,833,15/02/2006 05:05
23,842,15/02/2006 05:05
23,853,15/02/2006 05:05
23,855,15/02/2006 05:05
23,856,15/02/2006 05:05
23,935,15/02/2006 05:05
23,981,15/02/2006 05:05
23,997,15/02/2006 05:05
24,3,15/02/2006 05:05
24,83,15/02/2006 05:05
24,112,15/02/2006 05:05
24,126,15/02/2006 05:05
24,148,15/02/2006 05:05
24,164,15/02/2006 05:05
24,178,15/02/2006 05:05
24,194,15/02/2006 05:05
24,199,15/02/2006 05:05
24,242,15/02/2006 05:05
24,256,15/02/2006 05:05
24,277,15/02/2006 05:05
24,335,15/02/2006 05:05
24,405,15/02/2006 05:05
24,463,15/02/2006 05:05
24,515,15/02/2006 05:05
24,585,15/02/2006 05:05
24,603,15/02/2006 05:05
24,653,15/02/2006 05:05
24,704,15/02/2006 05:05
24,781,15/02/2006 05:05
24,829,15/02/2006 05:05
24,832,15/02/2006 05:05
24,969,15/02/2006 05:05
25,21,15/02/2006 05:05
25,86,15/02/2006 05:05
25,153,15/02/2006 05:05
25,179,15/02/2006 05:05
25,204,15/02/2006 05:05
25,213,15/02/2006 05:05
25,226,15/02/2006 05:05
25,245,15/02/2006 05:05
25,311,15/02/2006 05:05
25,404,15/02/2006 05:05
25,411,15/02/2006 05:05
25,420,15/02/2006 05:05
25,538,15/02/2006 05:05
25,564,15/02/2006 05:05
25,583,15/02/2006 05:05
25,606,15/02/2006 05:05
25,688,15/02/2006 05:05
25,697,15/02/2006 05:05
25,755,15/02/2006 05:05
25,871,15/02/2006 05:05
25,914,15/02/2006 05:05
26,9,15/02/2006 05:05
26,21,15/02/2006 05:05
26,34,15/02/2006 05:05
26,90,15/02/2006 05:05
26,93,15/02/2006 05:05
26,103,15/02/2006 05:05
26,147,15/02/2006 05:05
26,186,15/02/2006 05:05
26,201,15/02/2006 05:05
26,225,15/02/2006 05:05
26,241,15/02/2006 05:05
26,327,15/02/2006 05:05
26,329,15/02/2006 05:05
26,340,15/02/2006 05:05
26,345,15/02/2006 05:05
26,390,15/02/2006 05:05
26,392,15/02/2006 05:05
26,529,15/02/2006 05:05
26,544,15/02/2006 05:05
26,564,15/02/2006 05:05
26,635,15/02/2006 05:05
26,644,15/02/2006 05:05
26,682,15/02/2006 05:05
26,688,15/02/2006 05:05
26,715,15/02/2006 05:05
26,732,15/02/2006 05:05
26,758,15/02/2006 05:05
26,764,15/02/2006 05:05
26,795,15/02/2006 05:05
26,821,15/02/2006 05:05
26,885,15/02/2006 05:05
26,904,15/02/2006 05:05
26,906,15/02/2006 05:05
27,19,15/02/2006 05:05
27,34,15/02/2006 05:05
27,85,15/02/2006 05:05
27,150,15/02/2006 05:05
27,172,15/02/2006 05:05
27,273,15/02/2006 05:05
27,334,15/02/2006 05:05
27,347,15/02/2006 05:05
27,359,15/02/2006 05:05
27,398,15/02/2006 05:05
27,415,15/02/2006 05:05
27,462,15/02/2006 05:05
27,477,15/02/2006 05:05
27,500,15/02/2006 05:05
27,503,15/02/2006 05:05
27,540,15/02/2006 05:05
27,586,15/02/2006 05:05
27,593,15/02/2006 05:05
27,637,15/02/2006 05:05
27,679,15/02/2006 05:05
27,682,15/02/2006 05:05
27,695,15/02/2006 05:05
27,771,15/02/2006 05:05
27,805,15/02/2006 05:05
27,830,15/02/2006 05:05
27,854,15/02/2006 05:05
27,873,15/02/2006 05:05
27,880,15/02/2006 05:05
27,889,15/02/2006 05:05
27,904,15/02/2006 05:05
27,967,15/02/2006 05:05
27,986,15/02/2006 05:05
27,996,15/02/2006 05:05
28,14,15/02/2006 05:05
28,43,15/02/2006 05:05
28,58,15/02/2006 05:05
28,74,15/02/2006 05:05
28,96,15/02/2006 05:05
28,107,15/02/2006 05:05
28,259,15/02/2006 05:05
28,263,15/02/2006 05:05
28,287,15/02/2006 05:05
28,358,15/02/2006 05:05
28,502,15/02/2006 05:05
28,508,15/02/2006 05:05
28,532,15/02/2006 05:05
28,551,15/02/2006 05:05
28,574,15/02/2006 05:05
28,597,15/02/2006 05:05
28,619,15/02/2006 05:05
28,625,15/02/2006 05:05
28,652,15/02/2006 05:05
28,679,15/02/2006 05:05
28,743,15/02/2006 05:05
28,790,15/02/2006 05:05
28,793,15/02/2006 05:05
28,816,15/02/2006 05:05
28,827,15/02/2006 05:05
28,835,15/02/2006 05:05
28,879,15/02/2006 05:05
28,908,15/02/2006 05:05
28,953,15/02/2006 05:05
28,973,15/02/2006 05:05
28,994,15/02/2006 05:05
29,10,15/02/2006 05:05
29,79,15/02/2006 05:05
29,105,15/02/2006 05:05
29,110,15/02/2006 05:05
29,131,15/02/2006 05:05
29,133,15/02/2006 05:05
29,172,15/02/2006 05:05
29,226,15/02/2006 05:05
29,273,15/02/2006 05:05
29,282,15/02/2006 05:05
29,296,15/02/2006 05:05
29,311,15/02/2006 05:05
29,335,15/02/2006 05:05
29,342,15/02/2006 05:05
29,436,15/02/2006 05:05
29,444,15/02/2006 05:05
29,449,15/02/2006 05:05
29,462,15/02/2006 05:05
29,482,15/02/2006 05:05
29,488,15/02/2006 05:05
29,519,15/02/2006 05:05
29,547,15/02/2006 05:05
29,590,15/02/2006 05:05
29,646,15/02/2006 05:05
29,723,15/02/2006 05:05
29,812,15/02/2006 05:05
29,862,15/02/2006 05:05
29,928,15/02/2006 05:05
29,944,15/02/2006 05:05
30,1,15/02/2006 05:05
30,53,15/02/2006 05:05
30,64,15/02/2006 05:05
30,69,15/02/2006 05:05
30,77,15/02/2006 05:05
30,87,15/02/2006 05:05
30,260,15/02/2006 05:05
30,262,15/02/2006 05:05
30,286,15/02/2006 05:05
30,292,15/02/2006 05:05
30,301,15/02/2006 05:05
30,318,15/02/2006 05:05
30,321,15/02/2006 05:05
30,357,15/02/2006 05:05
30,565,15/02/2006 05:05
30,732,15/02/2006 05:05
30,797,15/02/2006 05:05
30,838,15/02/2006 05:05
30,945,15/02/2006 05:05
31,88,15/02/2006 05:05
31,146,15/02/2006 05:05
31,163,15/02/2006 05:05
31,164,15/02/2006 05:05
31,188,15/02/2006 05:05
31,299,15/02/2006 05:05
31,308,15/02/2006 05:05
31,368,15/02/2006 05:05
31,380,15/02/2006 05:05
31,431,15/02/2006 05:05
31,585,15/02/2006 05:05
31,637,15/02/2006 05:05
31,700,15/02/2006 05:05
31,739,15/02/2006 05:05
31,793,15/02/2006 05:05
31,802,15/02/2006 05:05
31,880,15/02/2006 05:05
31,978,15/02/2006 05:05
32,65,15/02/2006 05:05
32,84,15/02/2006 05:05
32,103,15/02/2006 05:05
32,112,15/02/2006 05:05
32,136,15/02/2006 05:05
32,197,15/02/2006 05:05
32,199,15/02/2006 05:05
32,219,15/02/2006 05:05
32,309,15/02/2006 05:05
32,312,15/02/2006 05:05
32,401,15/02/2006 05:05
32,427,15/02/2006 05:05
32,431,15/02/2006 05:05
32,523,15/02/2006 05:05
32,567,15/02/2006 05:05
32,585,15/02/2006 05:05
32,606,15/02/2006 05:05
32,651,15/02/2006 05:05
32,667,15/02/2006 05:05
32,669,15/02/2006 05:05
32,815,15/02/2006 05:05
32,928,15/02/2006 05:05
32,980,15/02/2006 05:05
33,56,15/02/2006 05:05
33,112,15/02/2006 05:05
33,135,15/02/2006 05:05
33,154,15/02/2006 05:05
33,214,15/02/2006 05:05
33,252,15/02/2006 05:05
33,305,15/02/2006 05:05
33,306,15/02/2006 05:05
33,473,15/02/2006 05:05
33,489,15/02/2006 05:05
33,574,15/02/2006 05:05
33,618,15/02/2006 05:05
33,667,15/02/2006 05:05
33,694,15/02/2006 05:05
33,712,15/02/2006 05:05
33,735,15/02/2006 05:05
33,737,15/02/2006 05:05
33,754,15/02/2006 05:05
33,775,15/02/2006 05:05
33,878,15/02/2006 05:05
33,881,15/02/2006 05:05
33,965,15/02/2006 05:05
33,972,15/02/2006 05:05
33,993,15/02/2006 05:05
34,43,15/02/2006 05:05
34,90,15/02/2006 05:05
34,119,15/02/2006 05:05
34,125,15/02/2006 05:05
34,172,15/02/2006 05:05
34,182,15/02/2006 05:05
34,244,15/02/2006 05:05
34,336,15/02/2006 05:05
34,389,15/02/2006 05:05
34,393,15/02/2006 05:05
34,438,15/02/2006 05:05
34,493,15/02/2006 05:05
34,502,15/02/2006 05:05
34,525,15/02/2006 05:05
34,668,15/02/2006 05:05
34,720,15/02/2006 05:05
34,779,15/02/2006 05:05
34,788,15/02/2006 05:05
34,794,15/02/2006 05:05
34,836,15/02/2006 05:05
34,846,15/02/2006 05:05
34,853,15/02/2006 05:05
34,929,15/02/2006 05:05
34,950,15/02/2006 05:05
34,971,15/02/2006 05:05
35,10,15/02/2006 05:05
35,35,15/02/2006 05:05
35,52,15/02/2006 05:05
35,201,15/02/2006 05:05
35,256,15/02/2006 05:05
35,389,15/02/2006 05:05
35,589,15/02/2006 05:05
35,612,15/02/2006 05:05
35,615,15/02/2006 05:05
35,707,15/02/2006 05:05
35,732,15/02/2006 05:05
35,738,15/02/2006 05:05
35,748,15/02/2006 05:05
35,817,15/02/2006 05:05
35,914,15/02/2006 05:05
36,15,15/02/2006 05:05
36,81,15/02/2006 05:05
36,171,15/02/2006 05:05
36,231,15/02/2006 05:05
36,245,15/02/2006 05:05
36,283,15/02/2006 05:05
36,380,15/02/2006 05:05
36,381,15/02/2006 05:05
36,387,15/02/2006 05:05
36,390,15/02/2006 05:05
36,410,15/02/2006 05:05
36,426,15/02/2006 05:05
36,427,15/02/2006 05:05
36,453,15/02/2006 05:05
36,466,15/02/2006 05:05
36,484,15/02/2006 05:05
36,493,15/02/2006 05:05
36,499,15/02/2006 05:05
36,569,15/02/2006 05:05
36,590,15/02/2006 05:05
36,600,15/02/2006 05:05
36,714,15/02/2006 05:05
36,715,15/02/2006 05:05
36,716,15/02/2006 05:05
36,731,15/02/2006 05:05
36,875,15/02/2006 05:05
36,915,15/02/2006 05:05
